Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 94,1087,55.29
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 95,821,54.88
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 97,607,48.29
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 98,586,26.29
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 99,573,52.81
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 101,782,49.97
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 102,873,48.39
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 103,482,33.06
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 104,532,36.49
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 105,1812,55.63
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 106,632,44.38
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 107,1394,47.84
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 108,1132,45.32
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 110,853,73.22
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 111,1111,49.05
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 112,2586,55.03
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 113,454,50.33
Escambia Soil and Water Conservation District,Matt Sharpsteen,NON,Precinct 114,1188,56.79
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 1,1751,53.11
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 3,1275,51.66
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 5,914,41.85
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 6,496,40.29
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 7,1884,42.50
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 11,228,27.64
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 14,984,73.82
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 15,779,56.08
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 18,96,23.02
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 19,980,32.48
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 21,968,44.34
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 22,418,56.87
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 23,140,24.31
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 24,1236,51.52
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 25,485,54.68
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 26,2075,48.28
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 28,1223,72.88
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 29,779,65.91
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 30,887,50.63
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 31,929,70.59
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 32,232,57.28
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 33,233,26.33
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 34,1071,66.85
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 35,819,53.56
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 36,938,40.96
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 38,1178,42.37
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 40,657,56.44
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 41,996,62.06
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 42,1027,50.82
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 43,1758,43.68
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 46,942,53.22
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 47,562,63.65
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 48,705,71.21
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 49,683,57.73
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 50,230,57.93
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 51,1256,54.33
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 54,767,49.39
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 55,802,50.09
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 56,883,65.55
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 58,360,50.42
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 60,453,70.12
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 61,950,51.05
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 62,1224,55.61
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 63,548,79.31
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 64,1044,55.47
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 67,1913,46.33
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 68,763,47.99
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 69,1764,54.44
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 70,1120,58.76
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 71,699,57.53
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 72,346,57.57
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 73,1382,48.89
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 74,1667,41.52
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 75,1374,51.02
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 77,776,59.33
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 80,391,51.79
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 82,346,56.72
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 83,790,49.91
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 86,1049,51.25
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 88,690,54.29
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 90,675,70.75
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 91,2093,53.64
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 94,879,44.71
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 95,675,45.12
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 97,650,51.71
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 98,1643,73.71
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 99,512,47.19
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 101,783,50.03
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 102,931,51.61
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 103,976,66.94
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 104,926,63.51
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 105,1445,44.37
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 106,792,55.62
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 107,1520,52.16
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 108,1366,54.68
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 110,312,26.78
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 111,1154,50.95
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 112,2113,44.97
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 113,448,49.67
Escambia Soil and Water Conservation District,Betty A. Wilson,NON,Precinct 114,904,43.21
Amendment 1,Yes,NON,Precinct 1,3091,85.17
Amendment 1,Yes,NON,Precinct 3,2302,87.60
Amendment 1,Yes,NON,Precinct 5,2185,91.16
Amendment 1,Yes,NON,Precinct 6,1175,89.49
Amendment 1,Yes,NON,Precinct 7,4445,89.89
Amendment 1,Yes,NON,Precinct 11,829,94.31
Amendment 1,Yes,NON,Precinct 14,1099,75.48
Amendment 1,Yes,NON,Precinct 15,1401,80.94
Amendment 1,Yes,NON,Precinct 18,417,94.34
Amendment 1,Yes,NON,Precinct 19,3034,92.67
Amendment 1,Yes,NON,Precinct 21,2082,90.44
Amendment 1,Yes,NON,Precinct 22,652,86.59
Amendment 1,Yes,NON,Precinct 23,571,91.51
Amendment 1,Yes,NON,Precinct 24,2292,83.83
Amendment 1,Yes,NON,Precinct 25,757,75.47
Amendment 1,Yes,NON,Precinct 26,4068,88.15
Amendment 1,Yes,NON,Precinct 28,1371,77.41
Amendment 1,Yes,NON,Precinct 29,1027,73.94
Amendment 1,Yes,NON,Precinct 30,1671,81.87
Amendment 1,Yes,NON,Precinct 31,1012,68.52
Amendment 1,Yes,NON,Precinct 32,347,73.99
Amendment 1,Yes,NON,Precinct 33,926,95.56
Amendment 1,Yes,NON,Precinct 34,1327,78.66
Amendment 1,Yes,NON,Precinct 35,1380,78.68
Amendment 1,Yes,NON,Precinct 36,2236,90.02
Amendment 1,Yes,NON,Precinct 38,2718,88.22
Amendment 1,Yes,NON,Precinct 40,1037,74.02
Amendment 1,Yes,NON,Precinct 41,1365,72.41
Amendment 1,Yes,NON,Precinct 42,1913,81.68
Amendment 1,Yes,NON,Precinct 43,3985,88.81
Amendment 1,Yes,NON,Precinct 46,1636,78.17
Amendment 1,Yes,NON,Precinct 47,800,85.02
Amendment 1,Yes,NON,Precinct 48,807,76.20
Amendment 1,Yes,NON,Precinct 49,1051,82.05
Amendment 1,Yes,NON,Precinct 50,366,75.62
Amendment 1,Yes,NON,Precinct 51,2099,82.06
Amendment 1,Yes,NON,Precinct 54,1453,85.98
Amendment 1,Yes,NON,Precinct 55,1500,87.82
Amendment 1,Yes,NON,Precinct 56,1158,76.13
Amendment 1,Yes,NON,Precinct 58,693,80.49
Amendment 1,Yes,NON,Precinct 60,535,80.45
Amendment 1,Yes,NON,Precinct 61,1765,85.72
Amendment 1,Yes,NON,Precinct 62,1999,84.06
Amendment 1,Yes,NON,Precinct 63,559,76.47
Amendment 1,Yes,NON,Precinct 64,1717,81.14
Amendment 1,Yes,NON,Precinct 67,4064,88.04
Amendment 1,Yes,NON,Precinct 68,1580,88.71
Amendment 1,Yes,NON,Precinct 69,2964,82.31
Amendment 1,Yes,NON,Precinct 70,1707,82.66
Amendment 1,Yes,NON,Precinct 71,1105,82.52
Amendment 1,Yes,NON,Precinct 72,535,75.89
Amendment 1,Yes,NON,Precinct 73,2696,87.73
Amendment 1,Yes,NON,Precinct 74,3864,87.68
Amendment 1,Yes,NON,Precinct 75,2446,85.46
Amendment 1,Yes,NON,Precinct 77,1208,85.43
Amendment 1,Yes,NON,Precinct 80,714,86.55
Amendment 1,Yes,NON,Precinct 82,538,84.72
Amendment 1,Yes,NON,Precinct 83,1480,87.57
Amendment 1,Yes,NON,Precinct 86,1887,86.24
Amendment 1,Yes,NON,Precinct 88,1152,81.64
Amendment 1,Yes,NON,Precinct 90,795,75.86
Amendment 1,Yes,NON,Precinct 91,3536,81.61
Amendment 1,Yes,NON,Precinct 94,1968,84.46
Amendment 1,Yes,NON,Precinct 95,1488,89.16
Amendment 1,Yes,NON,Precinct 97,1162,81.09
Amendment 1,Yes,NON,Precinct 98,1763,71.49
Amendment 1,Yes,NON,Precinct 99,1010,88.99
Amendment 1,Yes,NON,Precinct 101,1490,84.56
Amendment 1,Yes,NON,Precinct 102,1668,85.94
Amendment 1,Yes,NON,Precinct 103,1300,82.17
Amendment 1,Yes,NON,Precinct 104,1231,82.07
Amendment 1,Yes,NON,Precinct 105,3332,88.50
Amendment 1,Yes,NON,Precinct 106,1256,81.88
Amendment 1,Yes,NON,Precinct 107,2726,83.21
Amendment 1,Yes,NON,Precinct 108,2342,81.77
Amendment 1,Yes,NON,Precinct 110,1233,91.60
Amendment 1,Yes,NON,Precinct 111,2021,80.55
Amendment 1,Yes,NON,Precinct 112,4459,88.11
Amendment 1,Yes,NON,Precinct 113,885,85.84
Amendment 1,Yes,NON,Precinct 114,2067,89.29
Amendment 1,No,NON,Precinct 1,538,14.83
Amendment 1,No,NON,Precinct 3,326,12.40
Amendment 1,No,NON,Precinct 5,212,8.84
Amendment 1,No,NON,Precinct 6,138,10.51
Amendment 1,No,NON,Precinct 7,500,10.11
Amendment 1,No,NON,Precinct 11,50,5.69
Amendment 1,No,NON,Precinct 14,357,24.52
Amendment 1,No,NON,Precinct 15,330,19.06
Amendment 1,No,NON,Precinct 18,25,5.66
Amendment 1,No,NON,Precinct 19,240,7.33
Amendment 1,No,NON,Precinct 21,220,9.56
Amendment 1,No,NON,Precinct 22,101,13.41
Amendment 1,No,NON,Precinct 23,53,8.49
Amendment 1,No,NON,Precinct 24,442,16.17
Amendment 1,No,NON,Precinct 25,246,24.53
Amendment 1,No,NON,Precinct 26,547,11.85
Amendment 1,No,NON,Precinct 28,400,22.59
Amendment 1,No,NON,Precinct 29,362,26.06
Amendment 1,No,NON,Precinct 30,370,18.13
Amendment 1,No,NON,Precinct 31,465,31.48
Amendment 1,No,NON,Precinct 32,122,26.01
Amendment 1,No,NON,Precinct 33,43,4.44
Amendment 1,No,NON,Precinct 34,360,21.34
Amendment 1,No,NON,Precinct 35,374,21.32
Amendment 1,No,NON,Precinct 36,248,9.98
Amendment 1,No,NON,Precinct 38,363,11.78
Amendment 1,No,NON,Precinct 40,364,25.98
Amendment 1,No,NON,Precinct 41,520,27.59
Amendment 1,No,NON,Precinct 42,429,18.32
Amendment 1,No,NON,Precinct 43,502,11.19
Amendment 1,No,NON,Precinct 46,457,21.83
Amendment 1,No,NON,Precinct 47,141,14.98
Amendment 1,No,NON,Precinct 48,252,23.80
Amendment 1,No,NON,Precinct 49,230,17.95
Amendment 1,No,NON,Precinct 50,118,24.38
Amendment 1,No,NON,Precinct 51,459,17.94
Amendment 1,No,NON,Precinct 54,237,14.02
Amendment 1,No,NON,Precinct 55,208,12.18
Amendment 1,No,NON,Precinct 56,363,23.87
Amendment 1,No,NON,Precinct 58,168,19.51
Amendment 1,No,NON,Precinct 60,130,19.55
Amendment 1,No,NON,Precinct 61,294,14.28
Amendment 1,No,NON,Precinct 62,379,15.94
Amendment 1,No,NON,Precinct 63,172,23.53
Amendment 1,No,NON,Precinct 64,399,18.86
Amendment 1,No,NON,Precinct 67,552,11.96
Amendment 1,No,NON,Precinct 68,201,11.29
Amendment 1,No,NON,Precinct 69,637,17.69
Amendment 1,No,NON,Precinct 70,358,17.34
Amendment 1,No,NON,Precinct 71,234,17.48
Amendment 1,No,NON,Precinct 72,170,24.11
Amendment 1,No,NON,Precinct 73,377,12.27
Amendment 1,No,NON,Precinct 74,543,12.32
Amendment 1,No,NON,Precinct 75,416,14.54
Amendment 1,No,NON,Precinct 77,206,14.57
Amendment 1,No,NON,Precinct 80,111,13.45
Amendment 1,No,NON,Precinct 82,97,15.28
Amendment 1,No,NON,Precinct 83,210,12.43
Amendment 1,No,NON,Precinct 86,301,13.76
Amendment 1,No,NON,Precinct 88,259,18.36
Amendment 1,No,NON,Precinct 90,253,24.14
Amendment 1,No,NON,Precinct 91,797,18.39
Amendment 1,No,NON,Precinct 94,362,15.54
Amendment 1,No,NON,Precinct 95,181,10.84
Amendment 1,No,NON,Precinct 97,271,18.91
Amendment 1,No,NON,Precinct 98,703,28.51
Amendment 1,No,NON,Precinct 99,125,11.01
Amendment 1,No,NON,Precinct 101,272,15.44
Amendment 1,No,NON,Precinct 102,273,14.06
Amendment 1,No,NON,Precinct 103,282,17.83
Amendment 1,No,NON,Precinct 104,269,17.93
Amendment 1,No,NON,Precinct 105,433,11.50
Amendment 1,No,NON,Precinct 106,278,18.12
Amendment 1,No,NON,Precinct 107,550,16.79
Amendment 1,No,NON,Precinct 108,522,18.23
Amendment 1,No,NON,Precinct 110,113,8.40
Amendment 1,No,NON,Precinct 111,488,19.45
Amendment 1,No,NON,Precinct 112,602,11.89
Amendment 1,No,NON,Precinct 113,146,14.16
Amendment 1,No,NON,Precinct 114,248,10.71
Amendment 2,Yes,NON,Precinct 1,2084,57.68
Amendment 2,Yes,NON,Precinct 3,1655,62.81
Amendment 2,Yes,NON,Precinct 5,1147,47.97
Amendment 2,Yes,NON,Precinct 6,588,44.85
Amendment 2,Yes,NON,Precinct 7,2104,42.64
Amendment 2,Yes,NON,Precinct 11,345,39.07
Amendment 2,Yes,NON,Precinct 14,1176,80.38
Amendment 2,Yes,NON,Precinct 15,919,53.77
Amendment 2,Yes,NON,Precinct 18,144,32.43
Amendment 2,Yes,NON,Precinct 19,1247,38.22
Amendment 2,Yes,NON,Precinct 21,1170,51.00
Amendment 2,Yes,NON,Precinct 22,540,71.24
Amendment 2,Yes,NON,Precinct 23,244,39.10
Amendment 2,Yes,NON,Precinct 24,1499,54.71
Amendment 2,Yes,NON,Precinct 25,595,59.15
Amendment 2,Yes,NON,Precinct 26,2543,55.15
Amendment 2,Yes,NON,Precinct 28,1451,81.75
Amendment 2,Yes,NON,Precinct 29,948,67.71
Amendment 2,Yes,NON,Precinct 30,984,48.33
Amendment 2,Yes,NON,Precinct 31,1068,71.68
Amendment 2,Yes,NON,Precinct 32,275,58.51
Amendment 2,Yes,NON,Precinct 33,329,34.38
Amendment 2,Yes,NON,Precinct 34,1363,80.46
Amendment 2,Yes,NON,Precinct 35,975,55.49
Amendment 2,Yes,NON,Precinct 36,1120,45.38
Amendment 2,Yes,NON,Precinct 38,1424,46.16
Amendment 2,Yes,NON,Precinct 40,742,52.92
Amendment 2,Yes,NON,Precinct 41,1192,63.20
Amendment 2,Yes,NON,Precinct 42,1196,51.11
Amendment 2,Yes,NON,Precinct 43,1980,44.20
Amendment 2,Yes,NON,Precinct 46,978,46.53
Amendment 2,Yes,NON,Precinct 47,727,77.34
Amendment 2,Yes,NON,Precinct 48,898,84.48
Amendment 2,Yes,NON,Precinct 49,846,65.89
Amendment 2,Yes,NON,Precinct 50,267,55.39
Amendment 2,Yes,NON,Precinct 51,1552,60.58
Amendment 2,Yes,NON,Precinct 54,995,58.84
Amendment 2,Yes,NON,Precinct 55,932,54.60
Amendment 2,Yes,NON,Precinct 56,1051,69.05
Amendment 2,Yes,NON,Precinct 58,426,49.19
Amendment 2,Yes,NON,Precinct 60,569,86.08
Amendment 2,Yes,NON,Precinct 61,1256,61.12
Amendment 2,Yes,NON,Precinct 62,1538,64.51
Amendment 2,Yes,NON,Precinct 63,645,87.99
Amendment 2,Yes,NON,Precinct 64,1246,58.50
Amendment 2,Yes,NON,Precinct 67,2338,50.83
Amendment 2,Yes,NON,Precinct 68,987,55.70
Amendment 2,Yes,NON,Precinct 69,2283,63.40
Amendment 2,Yes,NON,Precinct 70,1328,64.40
Amendment 2,Yes,NON,Precinct 71,871,64.85
Amendment 2,Yes,NON,Precinct 72,412,58.52
Amendment 2,Yes,NON,Precinct 73,1636,53.15
Amendment 2,Yes,NON,Precinct 74,1968,44.84
Amendment 2,Yes,NON,Precinct 75,1772,61.74
Amendment 2,Yes,NON,Precinct 77,1020,71.73
Amendment 2,Yes,NON,Precinct 80,448,54.50
Amendment 2,Yes,NON,Precinct 82,480,75.24
Amendment 2,Yes,NON,Precinct 83,989,58.38
Amendment 2,Yes,NON,Precinct 86,1227,56.16
Amendment 2,Yes,NON,Precinct 88,868,61.39
Amendment 2,Yes,NON,Precinct 90,843,79.68
Amendment 2,Yes,NON,Precinct 91,2514,58.02
Amendment 2,Yes,NON,Precinct 94,974,41.61
Amendment 2,Yes,NON,Precinct 95,814,48.89
Amendment 2,Yes,NON,Precinct 97,704,49.40
Amendment 2,Yes,NON,Precinct 98,2026,81.69
Amendment 2,Yes,NON,Precinct 99,671,59.38
Amendment 2,Yes,NON,Precinct 101,999,56.86
Amendment 2,Yes,NON,Precinct 102,1119,57.77
Amendment 2,Yes,NON,Precinct 103,1248,78.69
Amendment 2,Yes,NON,Precinct 104,1138,75.66
Amendment 2,Yes,NON,Precinct 105,1861,49.69
Amendment 2,Yes,NON,Precinct 106,893,58.10
Amendment 2,Yes,NON,Precinct 107,1788,54.23
Amendment 2,Yes,NON,Precinct 108,1719,60.02
Amendment 2,Yes,NON,Precinct 110,398,29.50
Amendment 2,Yes,NON,Precinct 111,1297,51.88
Amendment 2,Yes,NON,Precinct 112,2510,49.74
Amendment 2,Yes,NON,Precinct 113,641,62.17
Amendment 2,Yes,NON,Precinct 114,1054,45.65
Amendment 2,No,NON,Precinct 1,1529,42.32
Amendment 2,No,NON,Precinct 3,980,37.19
Amendment 2,No,NON,Precinct 5,1244,52.03
Amendment 2,No,NON,Precinct 6,723,55.15
Amendment 2,No,NON,Precinct 7,2830,57.36
Amendment 2,No,NON,Precinct 11,538,60.93
Amendment 2,No,NON,Precinct 14,287,19.62
Amendment 2,No,NON,Precinct 15,790,46.23
Amendment 2,No,NON,Precinct 18,300,67.57
Amendment 2,No,NON,Precinct 19,2016,61.78
Amendment 2,No,NON,Precinct 21,1124,49.00
Amendment 2,No,NON,Precinct 22,218,28.76
Amendment 2,No,NON,Precinct 23,380,60.90
Amendment 2,No,NON,Precinct 24,1241,45.29
Amendment 2,No,NON,Precinct 25,411,40.85
Amendment 2,No,NON,Precinct 26,2068,44.85
Amendment 2,No,NON,Precinct 28,324,18.25
Amendment 2,No,NON,Precinct 29,452,32.29
Amendment 2,No,NON,Precinct 30,1052,51.67
Amendment 2,No,NON,Precinct 31,422,28.32
Amendment 2,No,NON,Precinct 32,195,41.49
Amendment 2,No,NON,Precinct 33,628,65.62
Amendment 2,No,NON,Precinct 34,331,19.54
Amendment 2,No,NON,Precinct 35,782,44.51
Amendment 2,No,NON,Precinct 36,1348,54.62
Amendment 2,No,NON,Precinct 38,1661,53.84
Amendment 2,No,NON,Precinct 40,660,47.08
Amendment 2,No,NON,Precinct 41,694,36.80
Amendment 2,No,NON,Precinct 42,1144,48.89
Amendment 2,No,NON,Precinct 43,2500,55.80
Amendment 2,No,NON,Precinct 46,1124,53.47
Amendment 2,No,NON,Precinct 47,213,22.66
Amendment 2,No,NON,Precinct 48,165,15.52
Amendment 2,No,NON,Precinct 49,438,34.11
Amendment 2,No,NON,Precinct 50,215,44.61
Amendment 2,No,NON,Precinct 51,1010,39.42
Amendment 2,No,NON,Precinct 54,696,41.16
Amendment 2,No,NON,Precinct 55,775,45.40
Amendment 2,No,NON,Precinct 56,471,30.95
Amendment 2,No,NON,Precinct 58,440,50.81
Amendment 2,No,NON,Precinct 60,92,13.92
Amendment 2,No,NON,Precinct 61,799,38.88
Amendment 2,No,NON,Precinct 62,846,35.49
Amendment 2,No,NON,Precinct 63,88,12.01
Amendment 2,No,NON,Precinct 64,884,41.50
Amendment 2,No,NON,Precinct 67,2262,49.17
Amendment 2,No,NON,Precinct 68,785,44.30
Amendment 2,No,NON,Precinct 69,1318,36.60
Amendment 2,No,NON,Precinct 70,734,35.60
Amendment 2,No,NON,Precinct 71,472,35.15
Amendment 2,No,NON,Precinct 72,292,41.48
Amendment 2,No,NON,Precinct 73,1442,46.85
Amendment 2,No,NON,Precinct 74,2421,55.16
Amendment 2,No,NON,Precinct 75,1098,38.26
Amendment 2,No,NON,Precinct 77,402,28.27
Amendment 2,No,NON,Precinct 80,374,45.50
Amendment 2,No,NON,Precinct 82,158,24.76
Amendment 2,No,NON,Precinct 83,705,41.62
Amendment 2,No,NON,Precinct 86,958,43.84
Amendment 2,No,NON,Precinct 88,546,38.61
Amendment 2,No,NON,Precinct 90,215,20.32
Amendment 2,No,NON,Precinct 91,1819,41.98
Amendment 2,No,NON,Precinct 94,1367,58.39
Amendment 2,No,NON,Precinct 95,851,51.11
Amendment 2,No,NON,Precinct 97,721,50.60
Amendment 2,No,NON,Precinct 98,454,18.31
Amendment 2,No,NON,Precinct 99,459,40.62
Amendment 2,No,NON,Precinct 101,758,43.14
Amendment 2,No,NON,Precinct 102,818,42.23
Amendment 2,No,NON,Precinct 103,338,21.31
Amendment 2,No,NON,Precinct 104,366,24.34
Amendment 2,No,NON,Precinct 105,1884,50.31
Amendment 2,No,NON,Precinct 106,644,41.90
Amendment 2,No,NON,Precinct 107,1509,45.77
Amendment 2,No,NON,Precinct 108,1145,39.98
Amendment 2,No,NON,Precinct 110,951,70.50
Amendment 2,No,NON,Precinct 111,1203,48.12
Amendment 2,No,NON,Precinct 112,2536,50.26
Amendment 2,No,NON,Precinct 113,390,37.83
Amendment 2,No,NON,Precinct 114,1255,54.35
Amendment 3,Yes,NON,Precinct 1,2416,67.83
Amendment 3,Yes,NON,Precinct 3,1767,68.12
Amendment 3,Yes,NON,Precinct 5,1372,58.38
Amendment 3,Yes,NON,Precinct 6,830,64.34
Amendment 3,Yes,NON,Precinct 7,2820,58.19
Amendment 3,Yes,NON,Precinct 11,491,57.23
Amendment 3,Yes,NON,Precinct 14,1004,70.21
Amendment 3,Yes,NON,Precinct 15,1041,61.78
Amendment 3,Yes,NON,Precinct 18,220,50.57
Amendment 3,Yes,NON,Precinct 19,1900,59.38
Amendment 3,Yes,NON,Precinct 21,1467,64.91
Amendment 3,Yes,NON,Precinct 22,549,74.59
Amendment 3,Yes,NON,Precinct 23,361,59.57
Amendment 3,Yes,NON,Precinct 24,1715,63.75
Amendment 3,Yes,NON,Precinct 25,566,57.76
Amendment 3,Yes,NON,Precinct 26,2984,65.51
Amendment 3,Yes,NON,Precinct 28,1253,71.85
Amendment 3,Yes,NON,Precinct 29,891,64.94
Amendment 3,Yes,NON,Precinct 30,1097,54.71
Amendment 3,Yes,NON,Precinct 31,918,62.70
Amendment 3,Yes,NON,Precinct 32,277,60.48
Amendment 3,Yes,NON,Precinct 33,508,53.64
Amendment 3,Yes,NON,Precinct 34,1231,74.34
Amendment 3,Yes,NON,Precinct 35,1036,59.44
Amendment 3,Yes,NON,Precinct 36,1460,60.18
Amendment 3,Yes,NON,Precinct 38,1732,56.95
Amendment 3,Yes,NON,Precinct 40,731,52.97
Amendment 3,Yes,NON,Precinct 41,1096,59.21
Amendment 3,Yes,NON,Precinct 42,1241,53.68
Amendment 3,Yes,NON,Precinct 43,2605,58.98
Amendment 3,Yes,NON,Precinct 46,1099,52.99
Amendment 3,Yes,NON,Precinct 47,716,77.83
Amendment 3,Yes,NON,Precinct 48,749,73.00
Amendment 3,Yes,NON,Precinct 49,862,68.36
Amendment 3,Yes,NON,Precinct 50,280,58.09
Amendment 3,Yes,NON,Precinct 51,1653,65.36
Amendment 3,Yes,NON,Precinct 54,1111,66.49
Amendment 3,Yes,NON,Precinct 55,1137,67.84
Amendment 3,Yes,NON,Precinct 56,1017,67.85
Amendment 3,Yes,NON,Precinct 58,411,48.01
Amendment 3,Yes,NON,Precinct 60,483,75.47
Amendment 3,Yes,NON,Precinct 61,1413,70.37
Amendment 3,Yes,NON,Precinct 62,1598,68.47
Amendment 3,Yes,NON,Precinct 63,511,72.07
Amendment 3,Yes,NON,Precinct 64,1297,62.18
Amendment 3,Yes,NON,Precinct 67,2847,62.86
Amendment 3,Yes,NON,Precinct 68,1141,66.11
Amendment 3,Yes,NON,Precinct 69,2415,68.41
